minute_index,hour,minute,duration_ms,n_observations
1259,20,59,2083,2
1260,21,0,2050,2
1261,21,1,2083,2
1262,21,2,2133,2
1263,21,3,2067,2
1264,21,4,2067,2
1265,21,5,2033,2
1266,21,6,2050,2
1267,21,7,2084,2
1268,21,8,2034,2
1269,21,9,2016,2
1270,21,10,2016,2
1271,21,11,2034,2
1272,21,12,2016,2
1273,21,13,1966,2
1274,21,14,2016,2
1275,21,15,1984,2
1276,21,16,1984,2
1277,21,17,2016,2
1278,21,18,1950,2
1279,21,19,1983,2
1280,21,20,1934,2
1281,21,21,1966,2
1282,21,22,1950,2
1283,21,23,1984,2
1284,21,24,1966,2
1285,21,25,1900,2
1286,21,26,1950,2
1287,21,27,1900,2
1288,21,28,1883,2
1289,21,29,1934,2
1290,21,30,2200,2
1291,21,31,1616,2
1292,21,32,2000,2
1293,21,33,1900,2
1294,21,34,1884,2
1295,21,35,1916,2
1296,21,36,1917,2
1297,21,37,1850,2
1298,21,38,1916,2
1299,21,39,1850,2
1300,21,40,1950,2
1301,21,41,1834,2
1302,21,42,1866,2
1303,21,43,1884,2
1304,21,44,1884,2
1305,21,45,1850,2
1306,21,46,1850,2
1307,21,47,1866,2
1308,21,48,1866,2
1309,21,49,1816,2
1310,21,50,1884,2
1311,21,51,1867,2
1312,21,52,1833,2
1313,21,53,1850,2
1314,21,54,1867,2
1315,21,55,1800,2
1316,21,56,1834,2
1317,21,57,1816,2
1318,21,58,1850,2
1319,21,59,1834,2
1320,22,0,1817,2
1321,22,1,1833,2
1322,22,2,1834,2
1323,22,3,1817,2
1324,22,4,1850,2
1325,22,5,1800,2
1326,22,6,1850,2
1327,22,7,1816,2
1328,22,8,1766,2
1329,22,9,1834,2
1330,22,10,1833,2
1331,22,11,1800,2
1332,22,12,1800,2
1333,22,13,1767,2
1334,22,14,1850,2
1335,22,15,1800,2
1336,22,16,2367,1
1337,22,17,1200,1
1338,22,18,1867,1
1339,22,19,1750,2
1340,22,20,1833,2
1341,22,21,1800,2
1342,22,22,1750,2
1343,22,23,1833,2
1344,22,24,1767,2
1345,22,25,1833,2
1346,22,26,2084,2
1347,22,27,1500,2
1348,22,28,1750,2
1349,22,29,1834,2
1350,22,30,1750,2
1351,22,31,1834,2
1352,22,32,1800,2
1353,22,33,1766,2
1354,22,34,1817,2
1355,22,35,1766,2
1356,22,36,1767,2
1357,22,37,1766,2
1358,22,38,1817,2
1359,22,39,1783,2
1360,22,40,1783,2
1361,22,41,1834,2
1362,22,42,1750,2
1363,22,43,1800,2
1364,22,44,1784,2
1365,22,45,1834,2
1366,22,46,2300,2
1367,22,47,1284,2
1368,22,48,1717,2
1369,22,49,1800,2
1370,22,50,1817,2
1371,22,51,1783,2
1372,22,52,1800,2
1373,22,53,1734,2
1374,22,54,1816,2
1375,22,55,1816,2
1376,22,56,1766,2
1377,22,57,1834,2
1378,22,58,1733,2
1379,22,59,1817,2
1380,23,0,1816,2
1381,23,1,1766,2
1382,23,2,1817,2
1383,23,3,1816,2
1384,23,4,1784,2
1385,23,5,1800,2
1386,23,6,1816,2
1387,23,7,1750,2
1388,23,8,1834,2
1389,23,9,1800,2
1390,23,10,1866,2
1391,23,11,1767,2
1392,23,12,1816,2
1393,23,13,1816,2
1394,23,14,1784,2
1395,23,15,1866,2
1396,23,16,1766,2
1397,23,17,1817,2
1398,23,18,1834,2
1399,23,19,1816,2
1400,23,20,1866,2
1401,23,21,1784,2
1402,23,22,1850,2
1403,23,23,1816,2
1404,23,24,1834,2
1405,23,25,1817,2
1406,23,26,1833,2
1407,23,27,1850,2
1408,23,28,1834,2
1409,23,29,1850,2
1410,23,30,1867,2
1411,23,31,1867,2
1412,23,32,1850,2
1413,23,33,1816,2
1414,23,34,1850,2
1415,23,35,1900,2
1416,23,36,1866,2
1417,23,37,1817,2
1418,23,38,1883,2
1419,23,39,1850,2
1420,23,40,1884,2
1421,23,41,1933,2
1422,23,42,1834,2
1423,23,43,1934,2
1424,23,44,1833,2
1425,23,45,1917,2
1426,23,46,1900,2
1427,23,47,1883,2
1428,23,48,1884,2
1429,23,49,1950,2
1430,23,50,1916,2
1431,23,51,1884,2
1432,23,52,1900,2
1433,23,53,1950,2
1434,23,54,1900,2
1435,23,55,1916,2
1436,23,56,2000,2
1437,23,57,1934,2
1438,23,58,1917,2
1439,23,59,1933,2
